ticker,name,exchange,is_active
T.MLC,MOUNT LOGAN CAP,,Y
T.MLX,MARSULEX INC,,N
T.MMX,MAVERIX MTLS-TS,,Y
T.MN,MARCH NETWORKS,,N
T.MNB,MIRABELA NICKEL,,N
T.MND,MANDALAY RESRCS,,Y
T.MNW,MITEL NETWORKS,,N
T.MOZ,MARATHON GLD CP,,Y
T.MPV,MOUNTAIN PRV-TS,,Y
T.MR,MELCOR REIT,,Y
T.MRC,MORGUARD CORP,,Y
T.MRD,MELCOR DEVLPMNT,,Y
T.MRE,MARTINREA INTL,,Y
T.MRG,MORGUARD NA REI,,Y
T.MRI,MERCER INTL-TS,,N
T.MRT,MORGUARD REIT,,Y
T.MRU,METRO INC,,Y
T.MSD,MOSAID TECH INC,,N
T.MSI,MORNEAU SHEPELL,,Y
T.MSL,MERUS LABS-TS,,N
T.MSV,MINCO SILVER CP,,Y
T.MT,MIRANDA TECH,,N
T.MTA,MATRIX ASSET MG,,N
T.MTG,TIMBRCK SNR MTG,,N
T.MTK,MATRIKON INC,,N
T.MTL,MULLEN GRP LTD,,Y
T.MTY,MTY FOOD GROUP,,Y
T.MUX,MCEWEN MINNG-TS,,Y
T.MX,METHANEX CP-TS,,Y
T.MXG,MAXIM POWER CP,,Y
T.MYG,MIRATI THERA-TS,,N
T.NA,NATL BK CDA-TS,,Y
T.NAE,NAL ENERGY CORP,,N
T.NAL,NEWALTA CORP,,N
T.NAS,NORTHSTAR AERO,,N
T.NB,NIOCORP DEVLPMT,,Y
T.NCA,NEWCASTLE GOLD,,N
T.NCC,NEWFOUNDL CAP-A,,N
T.NCP,NICKEL CRK PLAT,,Y
T.NCU,NEVADA COPPER,,Y
T.NDM,NORTHERN DYN-TS,,Y
T.NDN,NORDION INC-TS,,N
T.NDQ,NOVADAQ TECH-TS,,N
T.NEM,NEO MATERIAL TE,,N
T.NEO,NEO PERFORMANCE,,Y
T.NEX,NEXTSOURCE-TS,,Y
T.NFI,NFI GROUP INC,,Y
T.NG,NOVAGOLD RES-TS,,Y
T.NGD,NEW GOLD INC-TS,,Y
T.NGL,ANGLE ENERGY,,N
T.NGX,NORTHGATE MN-TS,,N
T.NIF,NORANDA INCM FD,,Y
T.NII,NORSAT INTL-TS,,N
T.NKO,NIKO RES LTD,,N
T.NLN,NEULION INC-TS,,N
T.NML,NEW MILLENIUM,,Y
T.NMX,NEMASKA LITHIUM,,N
T.NOA,NORTH AM CON-TS,,Y
T.NPC,NAPEC INC,,N
T.NPI,NORTHLAND POWER,,Y
T.NPK,VERDE AGRITECH,,Y
T.NPS,NORTHERN POWER,,N
T.NRD,NORD RESRCS-TS,,N
T.NRG,ALTER NRG CP-TS,,N
T.NRI,NUVO PHARMA-TS,,Y
T.NSU,NEVSUN RSRCS-TS,,N
T.NTB,NEPTUNE WELL-TS,,Y
T.NTR,NUTRIEN LTD-TS,,Y
T.NUS,NAUTILUS MINERL,,N
T.NVA,NUVISTA EGY,,Y
T.NVC,NEOVASC INC,,Y
T.NVU,NORTHVIEW REIT,,Y
T.NWC,NORTH WEST CO,,Y
T.NWH,NORTHWEST HLTHC,,Y
T.NXE,NEXGEN ENERGY,,Y
T.NXJ,NEXJ SYSTEMS,,Y
T.NXY,NEXEN INC -TS,,N
T.NZC,NORZINC LTD,,Y
T.OBE,OBSIDIAN EGY-TS,,Y
T.OBP,ONDINE BIOMEDIC,,N
T.OGC,OCEANAGOLD CORP,,Y
T.OGD,ORBIT GARANT DR,,Y
T.OGI,ORGANIGRAM-TS,,Y
T.OLA,ORLA MINING LTD,,Y
T.OMI,OROSUR MNG-TS,,Y
T.ONC,ONCOLYTICS -TS,,Y
T.ONE,ONEX CORP-TS,,Y
T.OPM,OPTA MINERALS,,N
T.OPS,OPSENS INC,,Y
T.OPT,OPTIVA INC,,Y
T.OR,OSISKO GOLD-TS,,Y
T.ORA,AURA MINERALS,,Y
T.ORL,OROCOBRE-TS,,Y
T.ORV,ORVANA MNRLS CP,,Y
T.OSB,NORBORD INC-TS,,Y
T.OSK,OSISKO MINING,,Y
T.OTC,OPEN TEXT CP-TS,,Y
T.OVV,OVINTIV INC-TS,,Y
T.OXC,ORYX PETRO CP,,Y
T.P,PRIMERO MNG-TS,,N
T.PAA,PAN AMERICAN SL,,Y
T.PAR,PARTNERS REIT,,N
T.PAT,PATAGONIA GOLD,,N
T.PBH,PREMIUM BRND-TS,,Y
T.PBL,POLLARD BANKNT,,Y
T.PCC,PLUTONIC POWER,,N
T.PD,PRECIS DRL-TS,,Y
T.PDL,NORTH AM PAL-TS,,N
T.PDN,PALADIN EGY-TS,,N
T.PDP,PETROLIFERA PET,,N
T.PEF,PETROFLOW EN-TS,,N
T.PEG,PATTERN ENERGY,,N
T.PES,PEAK ENERGY SVC,,N
T.PEY,PEYTO EXP&DEV,,Y
T.PFB,PFB CORP,,Y
T.PG,PREMIER GOLD MN,,Y
T.PGD,PEREGRINE DIAMD,,N
T.PGF,PENGRWTH EGY-TS,,N
T.PHX,PHX ENERGY SVCS,,Y
T.PIF,POLARIS INFRAST,,Y
T.PIX,PEER 1 NETWORK,,N
T.PJC,JEAN COUTU GRP,,N
T.PKI,PARKLAND FUEL,,Y
T.PL,PINNACLE RENWBL,,Y
T.PLB,PALADIN LABS,,N
T.PLC,PARK LAWN CORP,,Y
T.PLS,POLARIS MATERLS,,N
T.PLZ,PLAZA RETL REIT,,Y
T.PMG,PETROMINERALES,,N
T.PMT,PERPETUAL ENRGY,,Y
T.PMZ,PRIMARIS RETAIL,,N
T.PN,PNI DIGITAL-TS,,N
T.PNC,POSTMEDIA NTWRK,,Y
T.PNE,PINE CLIFF EGY,,Y
T.POM,POLYMET MNG-TS,,Y
T.POU,PARAMOUNT RS-TS,,Y
T.POW,POWER CORP CDA,,Y
T.PPA,PROTECTIVE PROD,,N
T.PPL,PEMBINA PIPE-TS,,Y
T.PPR,PRAIRIE PROVDNT,,Y
T.PPY,PAINTED PONY-TS,,Y
T.PRM,PRIMO WATER-TS,,Y
T.PRN,PROFOUND MED CP,,Y
T.PRP,PROSEP INC,,N
T.PRQ,PETRUS RESOURCS,,Y
T.PRU,PERSEUS MINING,,Y
T.PRV,PRO REIT,,Y
T.PRW,PETROWEST CORP,,N
T.PSD,PULSE SEISMIC,,Y
T.PSI,PASON SYSTEMS,,Y
T.PSK,PRAIRIESKY RYLT,,Y
T.PSX,PROSPEX RSRCS,,N
T.PTG,PIVOT TECH SOL,,Y
T.PTI,PATHEON INC,,N
T.PTM,PLATINUM GP-TS,,Y
T.PTO,PARETO CORP,,N
T.PTQ,PETAQUILLA M-TS,,N
T.PTS,POINTS INTL-TS,,Y
T.PUR,PURE TECH LTD,,N
T.PVE,PROVIDENT EGY,,N
T.PVG,PRETIUM RES-TS,,Y
T.PWF,POWER FIN CORP,,N
T.PXT,PAREX RESOURCES,,Y
T.PXX,BLACKPEARL RES,,N
T.PZA,PIZZA PIZZA RC,,Y
T.QBR,QUEBECOR INC-B,,Y
T.QEC,QUESTERRE EGY,,Y
T.QRM,QUEST RARE M-TS,,N
T.QSR,RESTAURNT BR-TS,,Y
T.QTR,QUARTERHILL-TS,,Y
T.QUX,QUADRA FNX MNG,,N
T.RAY,STINGRAY GROUP,,Y
T.RBA,RITCHIE BROS-TS,,Y
T.RBI,RB ENERGY INC,,N
T.RCH,RICHELIEU HARDW,,Y
T.RCI,ROGERS COM B-TS,,Y
T.RCM,RUGGEDCOM INC,,N
T.RDL,REDLINE COMMUN,,Y
T.RDZ,RENEWABLE ENRGY,,N
T.RE,ROCK EGY INC,,N
T.REA,REAL MATTERS,,Y
T.REC,RECIPE UNLTD CP,,Y
T.REF,CANADIAN REIT,,N
T.REI,RIOCAN REIT,,Y
T.RET,REITMANS CDA -A,,Y
T.RFP,RESOLUTE FOR-TS,,Y
T.RGX,ARGEX TITANIUM,,N
T.RIC,RICHMONT MNE-TS,,N
T.RIV,CANOPY RIVERS,,Y
T.RME,ROCKY MTN DEALR,,Y
T.RMX,RUBICON MNRL-TS,,Y
T.RN,RIO NOVO GOLD,,N
T.RNO,VECTOR AEROSPCE,,N
T.RNW,TRANSALTA RNWBL,,Y
T.RNX,ROYAL NICKEL CP,,Y
T.RON,RONA INC,,N
T.ROO,ROOTS CORP,,Y
T.ROX,ROXGOLD INC,,Y
T.RRX,RAGING RIVER EX,,N
T.RSI,ROGERS SUGAR,,Y
T.RTG,RTG MINING,,Y
T.RUS,RUSSEL METALS,,Y
T.RVM,REVETTMINING-TS,,N
T.RVX,RESVERLOGIX CP,,Y
T.RY,ROYAL BK CN-TS,,Y
T.RYL,ROYAL HOST INC,,N
T.S,SHERRITT INTL,,Y
T.SAP,SAPUTO INC,,Y
T.SAS,ST ANDREW GOLDF,,N
T.SBB,SABINA GOLD&SIL,,Y
T.SBS,SEMBIOSYS GENET,,N
T.SC,SHOPPERS DRG MT,,N
T.SCB,STREET CAP GRP,,N
T.SCC,SEARS CDA INC,,N
T.SCL,SHAWCOR LTD,,Y
T.SCS,SECOND WAVE PET,,N
T.SCU,SECOND CUP LTD,,Y
T.SDG,STONEHAM DRLLNG,,N
T.SDY,STRAD INC,,N
T.SEA,SEABRIDGE G-TS,,Y
T.SEN,SERINUS ENERGY,,N
T.SEO,STORM EXPLOR-TS,,N
T.SES,SECURE EGY SERV,,Y
T.SEV,SPECTRA7 MICROS,,Y
T.SFD,NXT ENERGY-TS,,Y
T.SGL,SPYGLASS RESRCE,,N
T.SGQ,SOUTHGOBI RE-TS,,Y
T.SGY,SURGE ENERGY,,Y
T.SHL,SOURCE EGY SVCS,,Y
T.SHO,SHOPIFY INC-TS,,Y
T.SHR,SURE ENERGY INC,,N
T.SHS,SOPHIRIS BIO-TS,,N
T.SI,SIRIT INC,,N
T.SIA,SIENNA SENR LIV,,Y
T.SII,SPROTT INC,,Y
T.SIL,SILVERCREST-TS,,Y
T.SIS,SAVARIA CP,,Y
T.SJ,STELLA-JONES,,Y
T.SJR,SHAW COMM-TS,,Y
T.SLF,SUN LIFE FIN-TS,,Y
T.SLX,SILVERMEX RSRCS,,N
T.SMF,SEMAFO INC,,Y
T.SMT,SIERRA METALS,,Y
T.SMU,SUMMIT IND REIT,,Y
T.SMX,SMTC MFG CP CAN,,N
T.SNC,SNC-LAVALIN GRP,,Y
T.SOT,SLATE OFFC REIT,,Y
T.SOX,STUART OLSON,,Y
T.SOY,SUNOPTA INC-TS,,Y
T.SPB,SUPERIOR PLUS,,Y
T.SPE,SPARTAN ENERGY,,N
T.SPG,SPARK POWER GP,,Y
T.SQP,STRONGCO CORP,,N
T.SQZ,SERICA ENERGY,,N
T.SRT,SLATE RETL REIT,,Y
T.SRU,SMART REIT,,Y
T.SRV,SIR ROYALTY IF,,Y
T.SRX,STORM RESOURCES,,Y
T.SSI,STERLING SHOES,,N
T.SSL,SANDSTORM GO-TS,,Y
T.SSO,SSR MINING-VA,,Y
T.STB,STUDENT TRAN-TS,,N
T.STE,STEP EGY SVCS,,Y
T.STL,STELCO HOLDINGS,,Y
T.STM,STRATHMORE MNRL,,N
T.STN,STANTEC INC-TS,,Y
T.SU,SUNCOR ENRGY-TS,,Y
T.SUE,SULLIDEN GOLD,,N
T.SUM,SOLIUM CAPITAL,,N
T.SUO,SUNSHINE OILSND,,N
T.SVB,SILVER BULL-TS,,Y
T.SVL,SILVERCREST-TS,,N
T.SVM,SILVERCORP M-TS,,Y
T.SW,SIERRA WRLS-TS,,Y
T.SWI,SWISHER HYGN-TS,,N
T.SWP,SWISS WATER DEC,,Y
T.SWY,STORNOWAY DIAMD,,N
T.SXP,SUPREMEX INC,,Y
T.SYX,SYNERGEX CORP,,N
T.SZL,STAGEZERO LF-TS,,Y
T.T,TELUS CP-TS,,Y
T.TA,TRANSALTA CP-TS,,Y
T.TAO,TAG OIL LTD,,Y
T.TC,TUCOWS INC-TS,,Y
T.TCK,TECK RESOURC-TS,,Y
T.TCL,TRANSCONTL INC,,Y
T.TCN,TRICON CAPITAL,,Y
T.TCS,TECSYS INC,,Y
T.TCW,TRICAN WELL SVC,,Y
T.TD,TORONTO DOM-TS,,Y
T.TDG,TRINIDAD DRILNG,,N
T.TEC,TECHNICOIL CP,,N
T.TEL,TELLZA INC,,N
T.TEO,TESCO CORP-TS,,N
T.TET,TRILOGY EGY-TS,,N
T.TEV,TERVITA CORP,,Y
T.TF,TIMBERCRK FINL,,Y
T.TFI,TFI INTL-TS,,Y
T.TGA,TRANSGLOBE APAR,,N
T.TGL,TRANSGLOBE EGY,,Y
T.TGO,TERAGO INC,,Y
T.TGZ,TERANGA GOLD CP,,Y
T.TH,THERATECNOLG-TS,,Y
T.THC,TRIDONT HEALTH,,N
T.THI,TIM HORTONS-TS,,N
T.THO,TAHOE RESRCS-TS,,N
T.TI,TITAN MINING,,Y
T.TIH,TOROMONT INDS,,Y
T.TIM,TIMMINCO LTD,,N
T.TKO,TASEKO MINES-VA,,Y
T.TLB,TEARLAB CORP-TS,,N
T.TLM,TALISMAN EN-TS,,N
T.TLO,TALON METALS CP,,Y
T.TMA,TRIMAC TRAN LTD,,N
T.TMB,TEMBEC INC  A,,N
T.TMD,TITAN MED-TS,,Y
T.TML,TREASURY MTL-TS,,Y
T.TMQ,TRILOGY METL-TS,,Y
T.TMR,TMAC RESOURCES,,Y
T.TNP,TRANSATL PET-TS,,Y
T.TNT,TRUE NORTH COM,,Y
T.TNX,TANZANIAN GD-TS,,Y
T.TOG,TORC OIL & GAS,,Y
T.TOS,TSO3 INC,,N
T.TOT,TOTAL ENRGY SVC,,Y
T.TOU,TOURMALINE OIL,,Y
T.TOY,SPIN MASTER CP,,Y
T.TPH,TEMPLE HOTELS,,Y
T.TR,TRILLIUM THR-TS,,Y
T.TRI,THOMSON REUT-TS,,Y
T.TRL,TRILOGY INT PTR,,Y
T.TRP,TC EGY CORP-TS,,Y
T.TRQ,TURQUOISE HL-TS,,Y
T.TRS,CANNTRUST HL-TS,,Y
T.TRY,TROY RESOURCES,,N
T.TRZ,TRANSAT A T INC,,Y
T.TS,TORSTAR CORP-B,,Y
T.TSG,STARS GROUP-TS,,Y
T.TSL,TREE ISLAND STL,,Y
T.TSU,TRISURA GROUP,,Y
T.TT,TERRA ENERGY CP,,N
T.TV,TREVALI MINING,,Y
T.TVA,TVA GROUP CL B,,Y
T.TVE,TAMARACK VALLEY,,Y
T.TVK,TERRAVEST INDUS,,Y
T.TWF,TIMBERWEST FRST,,N
T.TWM,TIDEWATER MIDST,,Y
T.TWT,20-20 TECHNOLOG,,N
T.TXG,TOREX GOLD RES,,Y
T.TXP,TOUCHSTONE EXPL,,Y
T.TZS,TRES CAP SR MTG,,Y
T.TZZ,TREZ CAP MTG,,N
T.U,URANIUM PARTICP,,Y
T.UEX,UEX CORPORATION,,Y
T.UFS,DOMTAR CORP-TS,,Y
T.UNS,UNI-SELECT INC,,Y
T.UR,URTHECAST CORP,,Y
T.URE,UR-ENERGY-TS,,Y
T.URZ,URANERZ EGY-TS,,N
T.USA,AMERS G&S-TS,,Y
T.UTS,UTS ENERGY CORP,,N
T.UUU,URANIUM ONE INC,,N
T.VB,VERSABANK,,Y
T.VBV,VBI VACCINES-TS,,N
T.VCM,VECIMA NETWORKS,,Y
T.VET,VERMILION EG-TS,,Y
T.VFF,VILLAGE FARM-TS,,Y
T.VG,VERIS GOLD CORP,,N
T.VGC,VICTORIA GOLD,,Y
T.VGQ,VIRGINIA MINES,,N
T.VGZ,VISTA GOLD-TS,,Y
T.VIC,VICWEST INC,,N
T.VII,SEVEN GENER EGY,,Y
T.VIV,VIVO CANNABIS,,Y
T.VLE,VALEURA ENERGY,,Y
T.VLS,VALENS GROWORKS,,Y
T.VMD,VIEMED HEALT-TS,,Y
T.VNP,5N PLUS INC-TS,,Y
T.VNR,VALENER INC,,N
T.VNX,VERENEX EGY INC,,N
T.VSN,VERESEN INC,,N
T.VT,VITERRA INC,,N
T.VTN,VITRAN CORP-TS,,N
T.WBR,WATERLOO BREWNG,,Y
T.WC,WORLD COLOR PRS,,N
T.WCN,WASTE CONNEC-TS,,Y
T.WCP,WHITECAP RESRCS,,Y
T.WDN,WALDRON EGY-TS,,N
T.WDO,WESDOME GOLD MN,,Y
T.WEE,CANOPY GRWTH-TS,,Y
T.WEF,WESTERN FOREST,,Y
T.WEQ,WEQ HOLDINGS,,N
T.WES,WESTERN FINL GP,,N
T.WEW,WEBTECH WIRELES,,N
T.WFI,WATERFURNACE-TS,,N
T.WFT,WEST FRASER TBR,,Y
T.WIL,WILDBRAIN-TS,,Y
T.WIR,WPT INDUSTRIAL,,Y
T.WJA,WESTJET AIR LTD,,N
T.WJX,WAJAX CORP,,Y
T.WN,WESTON GEORG-TS,,Y
T.WPK,WINPAK LTD,,Y
T.WPM,WHEATON PRCS-TS,,Y
T.WPT,WESTPORT FUL-TS,,Y
T.WRG,WESTERN EGY-TS,,Y
T.WRK,WHITEROCK REIT,,N
T.WRN,WESTERN COPR-TS,,Y
T.WRX,WESTERN RESRCS,,Y
T.WSP,WSP GLOBAL INC,,Y
T.WTE,WESTSHORE TRMNL,,Y
T.WTL,WEST ENERGY LTD,,N
T.WTN,WESTERN COAL CP,,N
T.WXI,WEX PHARMA INC,,N
T.WXX,WEST 49 INC,,N
T.X,TMX GRP LTD-TS,,Y
T.XAU,GOLDMONEY INC,,Y
T.XCT,EXACTEARTH LTD,,Y
T.XDC,XTREME DRILLING,,N
T.XG,EXTORRE GOLD-TS,,N
T.XNS,XENOS GROUP,,N
T.XSC,XS CARGO INCM,,N
T.XTC,EXCO TECH LTD,,Y
T.XWE,WORLD EGY SL-TS,,N
T.Y,YELLOW PAGES-TS,,Y
T.YGR,YANGARRA RESRCS,,Y
T.YLO,YELLOW MEDIA,,N
T.YM,YM BIOSCI-TS,,N
T.YRI,YAMANA GOLD-TS,,Y
T.ZAR,ZARGON OIL&GAS,,Y
T.ZCL,ZCL COMPOSITES,,N
T.ZEN,ZENABIS GLOBAL,,Y
T.ZL,ZARLINK SEMI-TS,,N
T.ZYM,ZYMEWORKS-TS,,N
T.ZZZ,SLEEP COUNTRY,,Y
T2,AT&T CORP,,N
TA,TRAVELCENTERS,NSDQ,Y
TA.1,TRANSAMERICA CO,,N
TA.2,TUCKER ANTHONY,,N
TAC,TRANSALTA CORP,NYSE,Y
TACI,TRANSATLNTC CAP,OTC,Y
TACO,DEL TACO RSTRNT,NSDQ,Y
TACO.,TACO CABANA CLA,,N
TACR,TANDYCRAFTS INC,,N
TACT,TRANSACT TECH,NSDQ,Y
TAD,TADIRAN LTD-ADR,,N
TAGS.,TARRANT APPAREL,,N
TAHO,TAHOE RESOURCES,NYSE,N
TAICY,TAI CHEUNG HLDG,OTC,N
TAIT,TAITRON COMP-A,NSDQ,Y
TAK,TAKEDA PHARMACT,NYSE,Y
TAL,TAL EDUCATN-ADR,NYSE,Y
TAL.1,TALLEY INDS,,N
TALK,TALK AMER HLDGS,,N
TALN,TALON INTL INC,OTC,Y
TALO,TALOS EGY INC,NYSE,Y
TALR,TALARIAN CORP,,N
TALX,TALX CORP,,N
TAM,TAMINCO CORP,NYSE,N
TAM.,TUBOS DE ACERO,,N
TAM.2,TAM SA-ADR,,N
TAMB,TAMALPAIS BANCP,OTC,N
TANH,TANTECH HLDGS,NSDQ,Y
TANK,TEI INC,,N
TANN,TANNING TECH,,N
TAO,INVS-CHINA RE,NYSE,N
TAOM,TAOMEE HOLDINGS,NYSE,N
TAOP,TAOPING INC,NSDQ,Y
TAP,MOLSON COORS-B,NYSE,Y
TAP.1,TRAVELERS PPTY,,N
TAP.2,TRAVELERS PPT-A,,N
TAP.B,TRAVELERS PPT-B,,N
TAPI,TAPISTRON INTL,,N
TAPLQ,TOPS APPLIANCE,,N
TAPM,TAPINATOR INC,OTC,Y
TAR,TELEFONI ARGENT,,N
TARA,ARTARA THERAPT,NSDQ,Y
TARG,TARGANTA THERAP,,N
TARO,TARO PHARMA IND,NYSE,Y
TARR,TARRAGON CORP,,N
TAST,CARROLS RESTRNT,NSDQ,Y
TAT,TRANSATL PETROL,NYSE,Y
TATT,TAT TECH LTD,NSDQ,Y
TATYY,TATE & LYLE ADR,OTC,Y
TAUG,TAURIGA SCIENCE,OTC,Y
TAVA,TAVA TECHNOLGYS,,N
TAVI,THORN APPLE VY,,N
TAWNF,THAI AIR INTL-F,OTC,Y
TAYC,TAYLOR CAP GRP,NSDQ,N
TAYD,TAYLOR DEVICES,NSDQ,Y
TAYO,TAYLOR CONSULTG,OTCBB,Y
TBA,TBA ENTMT CORP,,N
TBA.,THERMO BIOANALY,,N
TBACQ,TANDY BRNDS ACC,OTC,Y
TBAKF,TED BAKER PLC,OTC,Y
TBBK,BANCORP BNK/THE,NSDQ,Y
TBCC,TBC CORP,,N
TBDI,TMBR/SHARP DRIL,,N
TBE,TELE LESTE ADR,,N
TBET,TIBET PHARMACT,OTC,Y
TBFC,TELEBANC FINL,,N
TBH,TELEBRAS-ADR,,N
TBHS,THE BANK HLDGS,,N
TBI,TRUEBLUE INC,NYSE,Y
TBI.2,BROWN (TOM),,N
TBIO,TRANSLATE BIO,NSDQ,Y
TBIT,TELEBIT CORP,,N
TBK,TRIUMPH BANCORP,NSDQ,Y
TBL,TIMBERLAND CO A,TSX,N
TBLT,TOUGHBUILT INDS,NSDQ,Y
TBLZ,TRAILBLAZER RES,OTC,Y
TBMH,TBM HOLDING INC,,N
TBNC,T BANCSHARES,OTC,N
TBNK,TERRITORIAL BCP,NSDQ,Y
TBOW,TRUNKBOW INTL,NSDQ,N
TBP,TAB PRODUCTS,,N
TBPH,THERAVANCE BIO,NSDQ,Y
TBRA,TOBIRA THERAPTC,NSDQ,N
TBRL,TIMBER LO STEAK,,N
TBS.A,TURNER BRDCST A,,N
TBS.B,TURNER BRDCST B,,N
TBSIQ,TBS INTL PLC,,N
TBUFF,TRIBUTE PHARMA,OTC,N
TBUSQ,DRI CORP,OTC,N
TBV,TIENS BIOTECH,,N
TBWC,TB WOODS CORP,,N
TBY.,TCBY ENTERPRISE,,N
TC,TUANCHE LTD-ADR,NSDQ,Y
TCA,THERMO CARDIOSY,,N
TCAHQ,TOUCH AMER HLDG,,N
TCAM,TRANSPORT CP AM,,N
TCAR,TENDERCARE INTL,,N
TCAT,TCA CABLE TV,,N
TCBI,TEXAS CAP BCSHS,NSDQ,Y
TCBK,TRICO BANCSHRS,NSDQ,Y
TCC.,TRAMMELL CROW,,N
TCCEA,TOWN&CTRY CORP,,N
TCCO,TECHNICAL COMM,NSDQ,Y
TCDA,TRICIDA INC,NSDQ,Y
TCEC,TRANSCOASTAL CP,OTC,Y
TCEHY,TENCENT HOLDING,OTC,Y
TCEPY,TIANJIN CAP ENV,OTC,N
TCF,TCF FINANCIAL,NSDQ,Y
TCF.,TCF FINL-OLD,,N
TCFC,COMMNTY FIN CP,NSDQ,Y
TCFF,TRILLION ENERGY,OTC,Y
TCGI,CLASSICA GROUP,,N
TCGI.,TELEPORT COMMUN,,N
TCGN,TECH GENL CORP,OTC,Y
TCGX,TELCO COMM GRP,,N
TCI,TRANSCONTL RLTY,NYSE,Y
TCII,TCI INTL,,N
TCIVA,TCI VENTURES-A,,N
TCIX,TOTAL CONTAIN,OTC,N
TCK.,THERMO ECOTEK,,N
TCKGY,THOMAS COOK GRP,OTC,Y
TCLIF,TTC TECHNOLOGY,,N
TCLRY,TECHNICOLOR,OTC,Y
TCM,TONGJITANG CHIN,TSX,N
TCM.2,TYCOM LTD,,N
TCMD,TACTILE SYSTEMS,NSDQ,Y
TCMIQ,TRIPLE CROWN ME,,N
TCN,TELENORTE C ADR,,N
TCNJ,TRUST CO NJ NEW,,N
TCNL,TECNOL MED PRDS,,N
TCNO,TECNOMATIX TECH,,N
TCO,TAUBMAN CENTERS,NYSE,Y
TCOM,TRIP.COM GROUP,NSDQ,Y
TCOMA,TCI GROUP-A,,N
TCOMB,TCI GROUP-B,,N
TCON,TRACON PHARMACT,NSDQ,Y
TCOR,TREECON RSRCS,OTC,Y
TCP,TC PIPELINES,NYSE,Y
TCPC,BLACKRK TCP CAP,NSDQ,Y
TCPIF,TCP INTL HLDGS,OTC,N
TCPS.,TOTAL CONTROL,,N
TCPTF,THOMPSON CREEK,OTC,N
TCR,CORNERSTONE RTY,,N
TCRD,THL CREDIT INC,NSDQ,Y
TCRR,TCR2 THERAPTCS,NSDQ,Y
TCS,CONTAINER STORE,NYSE,Y
TCSI,TCSI CORP,,N
TCSMQ,TRANSCOASTL MAR,,N
TCT,TOWN&COUNTRY TR,,N
TCW,TRIPLECROWN ACQ,,N
TCX,TUCOWS INC,NSDQ,Y
TCYMF,TINGYI CAYMAN,OTC,Y
TD,TORONTO DOM BNK,NYSE,Y
TDAC,TRIDENT ACQ CP,NSDQ,Y
TDAY,TODAYS BANCORP,,N
TDBK,TIDELANDS BANCS,OTC,N
TDC,TERADATA CORP,NYSE,Y
TDCB,THIRD CENTRY BC,OTCBB,Y
TDDD,3D LABS INC,,N
TDFXQ,3DFX INTERACTIV,,N
TDG,TRANSDIGM GROUP,NYSE,Y
TDHCE,THERMADYNE HDGS,,N
TDKM,TDK MEDIACTIVE,,N
TDLAF,TBG DIAGNOSTICS,OTC,Y
TDM,TANDEM COMPUTER,,N
TDNT,TRIDENT BRANDS,OTCBB,Y
TDOC,TELADOC INC,NYSE,Y
TDP,TELEF PERU-ADR,,N
TDS,TELEPHONE &DATA,NYSE,Y
TDS.S,TELEPHONE&DAT-S,,N
TDSNA,TELEPHNE &DAT-A,OTC,Y
TDW,TIDEWATER INC,NYSE,Y
TDX.,THERMEDICS DET,,N
TDXTC,3DX TECH INC,,N
TDY,TELEDYNE TECH,NYSE,Y
TE,TECO ENERGY,NYSE,N
TEA,TEAVANA HOLDING,NYSE,N
TEAM,ATLASSIAN CP-A,NSDQ,Y
TEAM.,TECHTEAM GLOBAL,,N
TEAR,TEARLAB CORP,OTC,Y
TEC.1,COMMERCIAL INTE,,N
TECD,TECH DATA CORP,NSDQ,Y
TECH,BIO-TECHNE CP,NSDQ,Y
TECJQ,TETON EGY CP,,N
TECK,TECK RESOURCES,NYSE,Y
TECN,TECHNALYSIS CP,,N
TECU,TECUMSEH PRDS,NSDQ,N
TECUA,TECUMSEH PDTS-A,NSDQ,N
TEDU,TARENA INTL-ADR,NSDQ,Y
TEE,NATL GOLF PPTYS,,N
TEF,TELEFONICA S.A.,NYSE,Y
TEG,INTEGRYS ENERGY,NYSE,N
TEGR,TERRA EGY&RES,OTC,Y
TEJ,TEJAS GAS CORP,,N
TEK,TEKTRONIX INC,,N
TEKCQ,TEKNOWLEDGE CP,OTC,N
TEL,TE CONNECT-LTD,NYSE,Y
TELA,TELA BIO INC,NSDQ,Y
TELC.,TELCO SYS,,N
TELL,TELLURIAN INC,NSDQ,Y
TELNY,TELENOR ASA-ADS,OTC,Y
TELOZ,TEL OFFSHORE TR,OTC,N
TELTQ,TELTRONICS INC,,N
TELVQ,TELEVIDEO INC,,N
TEM,TELEFONICA MOVL,,N
TEN,TENNECO INC,NYSE,Y
TENB,TENABLE HOLDNGS,NSDQ,Y
TENF,TENFOLD CORP,,N
TENG,TRANS ENERGY,OTC,Y
TENX,TENAX THERAPEUT,NSDQ,Y
TEO,TELECOM ARGENTI,NYSE,Y
TEP,TALLGRASS ENRGY,NYSE,N
TER,TERADYNE INC,NSDQ,Y
TERA,TERAFORCE TECH,OTCBB,Y
TERN,TERAYON COMMUN,,N
TERP,TERRAFORM POWER,NSDQ,Y
TERX,TERRA INVENTNS,OTC,N
TESC,TESCORP INC,,N
TESO,TESCO CORP,NSDQ,N
TESS,TESSCO TECH INC,NSDQ,Y
TETZF,TRILOGY ENERG,OTC,N
TEU.,CP SHIPS LTD,,N
